600198 大唐電信 -- 20080101-99999999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
年月日,未調整收盤價(元),日回報率 %,週回報率 %,月回報率 %,季回報率 %,年回報率 %,本週以來回報率 %,本月以來回報率 %,本季以來回報率 %,本年以來回報率 %,與大盤比%-日回報率,與大盤比%-週回報率,與大盤比%-月回報率,與大盤比%-季回報率,與大盤比%-年回報率,與滬深300比-日回報率,與滬深300比-週回報率,與滬深300比-月回報率,與滬深300比-季回報率,與滬深300比-年回報率
2010/05/18,13.82,0.0724,-17.6401,-30.2724,-22.6204,34.436,-9.6141,-21.2536,-27.2631,-25.0137,-1.2717,-15.9645,-15.8819,-9.9957,37.4403,-1.9726,-16.7643,-15.5541,-9.22,36.3394
2010/05/19,15.2,9.9855,0.0658,-19.3634,-14.8937,46.154,-0.5886,-13.3904,-20,-17.526,10.2819,2.6916,-7.1334,-0.7415,51.1729,10.3508,2.094,-7.2701,0.1764,50.2772
2010/05/20,15.06,-0.9211,-1.2459,-22.0497,-15.6776,50.7508,-1.5043,-14.1881,-20.7369,-18.2857,0.3142,4.7261,-9.1311,-0.4297,56.3813,0.3928,4.5826,-9.2577,0.57,55.554
2010/05/21,15.55,3.2537,1.7005,-22.7905,-12.934,54.4192,1.7005,-11.3961,-18.1579,-15.6269,2.1514,6.153,-9.3494,1.7125,56.0384,1.6588,5.3453,-9.7432,2.2383,53.3723
2010/05/24,16.06,3.2797,16.2924,-21.236,-14.9816,60.4396,3.2797,-8.4901,-15.4737,-12.8597,-0.1934,11.3556,-12.0995,-3.8909,55.8887,-0.4827,9.8675,-12.5594,-4.0041,53.0258
2010/05/25,15.79,-1.6812,14.2546,-22.5602,-16.7196,64.4792,1.5434,-10.0286,-16.8948,-14.3247,0.2229,13.0413,-11.9036,-2.8117,63.687,0.3987,12.5251,-12.2109,-2.5672,60.9011
2010/05/26,15.78,-0.0633,3.8158,-20.5439,-16.86,63.863,1.4791,-10.0855,-16.9474,-14.379,-0.1837,2.3139,-10.1434,-3.3669,61.5396,-0.0633,1.9059,-10.4337,-3.0406,58.3794
2010/05/27,16.09,1.9645,6.8393,-18.983,-15.2267,66.9089,3.4726,-8.3192,-15.3158,-12.6969,0.8079,2.8175,-11.2957,-2.5862,65.4634,0.3232,1.8352,-11.9455,-2.7271,61.058
2010/05/28,16.09,0,3.4726,-11.4475,-15.2267,66.9089,3.4726,-8.3192,-15.3158,-12.6969,0.0057,0.6578,-3.2931,-2.5807,65.4728,0.3395,0.5137,-3.7721,-2.3969,61.6049
2010/05/31,14.91,-7.3337,-7.1606,-15.0428,-21.4437,54.6683,-7.3337,-15.0428,-21.5263,-19.0995,-5.0594,-4.2497,-5.9163,-7.5094,57.1008,-4.7595,-3.806,-6.0332,-7.0423,53.9132
2010/06/01,14.61,-2.0121,-7.473,-16.7522,-21.3672,44.3677,-9.1982,-2.0121,-23.1053,-20.7273,-1.1016,-5.5151,-6.9527,-5.46,52.967,-0.9729,-5.1201,-6.9473,-4.7398,50.3753
2010/06/02,15.33,4.9281,-2.8517,-12.6497,-22.732,51.4823,-4.7234,2.8168,-19.3158,-16.8207,4.7999,-0.7977,-2.4867,-7.6572,60.4876,4.4196,-0.864,-2.8349,-7.2163,57.3924
2010/06/03,14.78,-3.5877,-8.1417,-15.7835,-25.2782,46.0475,-8.1417,-0.8719,-22.2105,-19.8049,-2.8789,-4.4259,-5.2938,-9.3442,58.9731,-2.8318,-3.9818,-5.5864,-8.9193,56.9008
2010/06/04,15.14,2.4357,-5.9043,-12.4856,-19.2535,49.6048,-5.9043,1.5425,-20.3158,-17.8516,2.3981,-2.1395,-2.8323,-4.3989,62.1209,2.1253,-2.273,-3.7143,-4.3602,61.0186
2010/06/07,15.51,2.4439,4.0241,-11.9251,-15.3847,39.3533,2.4439,4.0241,-18.3684,-15.8439,4.1514,7.3546,-5.731,2.1105,52.7879,4.2938,7.0167,-7.3157,2.3205,51.9466
2010/06/08,15.88,2.3856,8.6927,-9.824,-14.3936,39.1764,4.8878,6.5057,-16.421,-13.8363,2.2953,11.0419,-3.5673,3.9701,53.2589,2.2483,10.4978,-5.2319,4.2178,52.0229
2010/06/09,16.15,1.7003,5.3491,-8.2907,-11.9891,48.3015,6.6712,8.3167,-14.9999,-12.3713,-1.0518,4.8416,-4.5815,4.5398,60.0101,-1.3263,4.4175,-6.4888,4.5792,57.8132
2010/06/10,17.42,7.8638,17.8621,0.5774,-6.0916,61.746,15.0596,16.8345,-8.3157,-5.4803,8.76,17.4057,5.9219,11.7309,77.7561,9.1233,17.2645,4.5353,11.9962,75.838
2010/06/11,18.64,7.0034,23.1177,11.0847,1.3594,76.6828,23.1177,25.0169,-1.8947,1.1393,6.6969,22.3345,14.4401,20.3433,92.3139,6.6604,22.4719,12.7742,20.3851,89.6695
2010/06/17,18.19,-2.4142,4.4201,31.7162,1.0555,75.241,-2.4142,21.9987,-4.2631,-1.3024,-2.0446,4.5153,31.6999,20.4054,92.3434,-1.8402,4.6977,30.371,20.6274,92.3565
2010/06/18,17.97,-1.2095,-3.5945,30.0289,0.7287,72.7885,-3.5945,20.5231,-5.421,-2.4962,0.6389,-1.4187,34.2485,22.0856,96.2099,0.4967,-1.3525,33.655,22.0763,95.942
2010/06/21,18.76,4.3962,0.6437,20.6431,4.3961,83.5618,4.3962,25.8216,-1.2632,1.7903,1.4499,0.0106,20.5175,23.8339,104.448,1.2238,-0.1453,20.1282,23.6644,103.3236
2010/06/22,18.19,-3.0384,-2.4143,16.9775,-3.9092,69.2094,1.2242,21.9986,-4.2632,-1.3025,-3.1316,-3.1213,16.7434,14.126,89.315,-3.1448,-3.2856,16.3505,14.0035,87.3761
2010/06/23,18.17,-0.11,-2.5216,16.8488,-2.7302,74.7115,1.1129,21.8644,-4.3685,-1.4111,0.6217,-2.519,17.4692,15.5606,96.6575,0.8035,-2.5084,17.2852,15.5037,95.3225
2010/06/24,18.18,0.055,-0.0551,13.2004,-2.2056,74.9759,1.1685,21.9314,-4.3159,-1.3569,0.1769,-0.3082,17.9049,16.4657,99.2129,0.0911,-0.5903,17.9614,16.2075,98.0261
2010/06/25,17.9,-1.5402,-0.3897,13.3628,-0.8861,69.0273,-0.3897,20.0534,-5.7896,-2.8762,-1.003,-1.9348,16.4628,17.2201,93.6723,-0.777,-1.8503,16.5803,16.9662,92.6031
2010/06/28,16.64,-7.0391,-11.3008,3.4181,-9.4669,61.8677,-7.0391,11.6028,-12.4212,-9.7128,-6.396,-9.519,8.3328,9.2601,86.9537,-6.3715,-9.215,8.501,9.1359,86.3951
2010/06/29,15.1,-9.2548,-16.9875,-6.153,-18.246,50.5483,-15.6424,1.2741,-20.5264,-18.0687,-5.2083,-11.4588,2.6905,5.2232,84.5554,-4.8871,-10.8481,3.1985,5.9311,84.6987
2010/06/30,15.19,0.596,-16.4007,-5.5937,-19.03,50.994,-15.1397,1.8777,-20.0528,-17.5804,1.7991,-10.4228,4.5379,5.6181,86.3114,1.7322,-10.0266,4.9862,6.3584,86.5427
2010/07/01,15.18,-0.0658,-16.5017,3.9013,-20.9376,52.2567,-15.1955,-0.0658,-0.0658,-17.6346,0.9689,-9.7146,12.4141,4.8287,92.9439,1.3979,-8.852,12.8718,6.1632,95.1631
2010/07/02,15.13,-0.3294,-15.4749,-1.3048,-21.2391,49.9504,-15.4749,-0.395,-0.395,-17.9059,-0.7104,-9.4476,6.5034,4.3781,92.5737,-0.6453,-8.7311,7.3968,5.902,94.2282
2010/07/05,14.71,-2.7759,-11.5985,-2.8403,-23.4254,48.4359,-2.7759,-3.1599,-3.1599,-20.1848,-1.9964,-5.1914,4.9542,2.2944,93.9223,-1.9458,-4.4169,6.1207,3.8414,96.5531
2010/07/06,15.54,5.6424,2.9139,2.6419,-17.0759,55.3999,2.7099,2.3042,2.3042,-15.6813,3.6484,3.6669,8.7835,8.7106,101.5296,3.5711,4.0832,9.9105,10.1757,104.6273
2010/07/07,15.7,1.0296,3.3575,1.2249,-20.627,55.4454,3.7674,3.3575,3.3575,-14.8131,0.5417,2.3865,5.0133,3.2098,98.3539,0.3416,2.6603,5.7454,4.1798,101.2295
2010/07/08,15.26,-2.8025,0.5271,-3.9044,-24.0797,51.0891,0.8593,0.4609,0.4609,-17.2005,-2.5623,-1.1943,0.0266,-1.9636,92.7287,-2.6305,-1.4182,0.6998,-1.3607,96.6267
2010/07/09,15.73,3.0799,3.9657,-2.6009,-22.2058,53.0154,3.9657,3.555,3.555,-14.6504,0.7532,0.2621,1.8512,-0.9727,93.3973,0.308,-0.4722,2.3675,-0.6911,96.3244
2010/07/12,16.37,4.0687,11.2849,-12.1783,-23.4332,59.0864,4.0687,7.7684,7.7684,-11.1777,3.2416,5.6209,-9.3849,-3.804,98.8911,2.9366,4.4834,-9.466,-4.1135,102.0124
2010/07/13,17.14,4.7037,10.296,-8.0474,-16.6749,64.3335,8.9638,12.8375,12.8375,-6.9998,6.4314,8.4567,-3.557,7.502,106.6028,6.358,7.2949,-3.7098,7.2714,109.6457
2010/07/14,17.03,-0.6418,8.4713,-8.6376,-16.3968,62.1904,8.2644,12.1133,12.1133,-7.5967,-1.4524,6.3057,-4.9578,7.1477,106.4862,-1.3538,5.482,-5.0135,7.2358,111.1585
2010/07/15,16.61,-2.4662,8.8466,-10.8907,-15.7281,58.6437,5.5944,9.3483,9.3483,-9.8755,-0.6101,8.4356,-5.5375,10.018,108.6541,-0.7803,7.4865,-5.7546,9.6671,112.4561
2010/07/16,16.5,-0.6623,4.8951,-11.4809,-16.7508,57.4426,4.8951,8.6241,8.6241,-10.4724,-0.6609,6.9137,-6.1619,7.4939,106.7652,-0.9512,6.1371,-6.6511,6.8041,110.7115
2010/07/19,16.78,1.697,2.5045,-6.6223,-10.9815,58.4513,1.697,10.4675,10.4675,-8.9532,-0.4044,3.138,-5.1964,7.1741,104.174,-0.8182,2.2655,-6.1455,5.4108,108.0426
2010/07/20,17.19,2.4434,0.2917,-4.3407,-11.025,56.843,4.1819,13.1666,13.1666,-6.7285,0.2838,-2.8193,-4.9273,4.8367,102.628,0.2376,-3.6194,-5.9225,2.9918,105.4519
2010/07/21,17.04,-0.8726,0.0588,-9.1685,-15.3924,64.3201,3.2728,12.1791,12.1791,-7.5424,-1.1331,-2.5046,-7.3479,1.2222,108.2487,-1.083,-3.3547,-8.0664,-0.322,111.7216
2010/07/22,17.22,1.0563,3.6724,-5.3327,-16.8519,64.7845,4.3636,13.3641,13.3641,-6.5658,-0.009,-1.9149,-4.3612,-2.6691,111.9996,-0.1773,-2.7675,-5.2497,-4.2878,113.7031
2010/07/23,16.85,-2.1487,2.1212,-7.2648,-17.3617,60.1708,2.1212,10.9282,10.9282,-8.5734,-2.5148,-3.7453,-7.3424,-4.1402,107.2781,-2.5617,-4.3484,-8.4128,-5.6175,109.4262
2010/07/26,17.11,1.543,1.9665,-4.4135,-13.8472,65.955,1.543,12.6398,12.6398,-7.1627,0.8897,-2.4947,-5.7376,-1.1734,116.2097,0.8935,-2.6976,-6.9557,-2.7847,116.5214
2010/07/27,16.76,-2.0456,-2.5016,-6.3688,-15.6095,56.9285,-0.5342,10.3357,10.3357,-9.0618,-1.5391,-4.2671,-7.1884,-4.7121,109.322,-1.5084,-4.3925,-8.3592,-6.1705,110.1371
2010/07/28,16.97,1.253,-0.4109,1.9831,-6.6045,58.4497,0.7121,11.7182,11.7182,-7.9223,-0.9882,-4.1268,-1.8264,2.852,106.8628,-1.1513,-4.4584,-3.2498,1.0153,107.8105
2010/07/29,18.08,6.541,4.9942,19.7351,3.0197,82.8107,7.2997,19.0257,19.0257,-1.8995,5.9595,1.5959,9.7399,11.5905,125.4948,6.0134,1.4667,7.8384,9.5381,126.0402
2010/07/30,17.59,-2.7102,4.3917,15.7998,0.2277,70.6108,4.3917,15.7998,15.7998,-4.5582,-2.3187,1.8003,5.3009,9.0859,114.8594,-2.4006,1.6346,3.4573,7.1637,116.1647
2010/08/02,17.68,0.5117,3.3315,16.8539,0.7405,69.1864,0.5117,0.5117,16.3924,-4.0698,-0.8051,0.0902,4.1909,8.2076,116.0034,-1.1569,-0.4309,1.5058,5.9238,116.5896
2010/08/03,17.09,-3.3371,1.9691,12.9544,-2.6213,60.9226,-2.8425,-2.8425,12.5083,-7.2711,-1.6624,-0.0352,2.4588,6.4088,112.1075,-1.6068,-0.5304,-0.1251,4.2219,112.6412
2010/08/04,17.24,0.8777,1.5911,13.9458,-0.347,58.6016,-1.9897,-1.9897,13.4958,-6.4573,0.4373,1.404,2.9069,7.084,108.6676,0.5107,1.1421,0.385,4.608,108.7888
2010/08/05,16.89,-2.0302,-6.5819,14.8198,-6.5304,53.8249,-3.9795,-3.9795,11.1916,-8.3564,-1.3661,-5.6066,3.5687,1.9005,101.2346,-1.1502,-5.6924,1.1995,-0.446,101.8546
2010/08/06,17.29,2.3683,-1.7055,11.2612,-1.8174,55.9061,-1.7055,-1.7055,13.8249,-6.186,0.9191,-2.4779,0.8415,1.1856,96.8375,0.7139,-2.683,-1.5924,-1.8443,97.0925
2010/08/09,17.47,1.0411,-1.1878,11.0617,-0.7952,66.0646,1.0411,-0.6821,15.0099,-5.2093,0.5065,-1.1884,2.6837,-0.2069,102.6107,0.3285,-1.2206,0.7428,-3.5638,102.3066
2010/08/10,17.69,1.2593,3.5108,12.4603,2.1361,66.5724,2.3135,0.5686,16.4583,-4.0156,4.2737,4.7764,7.0721,6.2087,108.5789,4.3194,4.7289,5.0942,3.0593,108.4372
2010/08/11,18.34,3.6744,6.3805,16.5925,9.2966,71.7227,6.0729,4.2639,20.7374,-0.4887,3.1884,7.6463,10.4859,10.9765,115.0057,3.0352,7.3593,8.2841,7.4029,114.2701
2010/08/12,18.36,0.1091,8.7035,12.1564,20.8689,83.5999,6.1886,4.3776,20.8691,-0.3801,1.3538,10.6148,8.4657,24.6347,121.8985,1.3115,10.0329,6.5745,20.9455,121.4779
2010/08/13,18.6,1.3072,7.5767,8.5182,21.9672,86.1861,7.5767,5.742,22.4491,0.9221,0.0937,9.7101,2.0069,26.8244,124.3171,-0.0822,9.1632,0.1212,23.3073,124.3484
2010/08/16,18.6,0,6.4683,12.7274,21.6481,98.7178,0,5.742,22.4491,0.9221,-2.0667,6.9013,2.6718,23.2441,127.4804,-2.277,6.3283,0.9242,19.3978,127.4435
2010/08/17,18.34,-1.3978,3.6745,11.1517,32.8023,106.5315,-1.3978,4.264,20.7375,-0.4886,-1.7736,0.7015,0.8508,27.2376,121.8929,-2.075,-0.1893,-1.17,22.5308,120.4303
2010/08/18,18.46,0.6543,0.6544,11.879,33.5745,105.111,-0.7526,4.9462,21.5275,0.1625,0.8654,-1.5655,1.7236,29.9918,123.9257,0.8232,-2.3321,-0.3564,26.0253,121.4959
2010/08/19,18.43,-0.1625,0.3813,9.8333,21.25,117.5914,-0.9139,4.7756,21.33,-0.0003,-0.9676,-3.82,1.1483,16.7316,125.4922,-0.7717,-4.3403,-0.3097,13.3231,121.9494
2010/08/20,17.6,-4.5035,-5.3763,2.3853,16.866,102.2987,-5.3763,0.0571,15.8659,-4.5037,-2.8529,-6.6513,-2.0154,13.0463,122.9145,-2.6234,-6.7732,-3.1549,9.9184,119.4746
2010/08/23,17.79,1.0795,-4.3548,5.5788,14.4051,97.4471,1.0795,1.1372,17.1167,-3.4729,1.1921,-3.5451,2.8854,11.9847,121.4906,1.1543,-3.4997,1.8196,9.3729,118.4077
2010/08/24,17.79,0,-2.9989,5.5788,10.7721,98.3277,1.0795,1.1372,17.1167,-3.4729,-0.4128,-2.2088,2.4607,11.7384,124.0039,-0.5369,-1.9839,1.273,9.3132,119.9733
2010/08/25,17.99,1.1242,-2.5461,6.7657,13.9329,104.1996,2.2158,2.2742,18.4333,-2.3877,3.2166,0.0706,5.7564,15.0762,129.3035,3.5715,0.6878,4.89,12.7678,123.3645
2010/08/26,18.44,2.5014,0.0542,7.7734,16.8568,104.4344,4.7727,4.8325,21.3958,0.054,2.2297,3.3015,7.161,17.8585,133.0255,2.2471,3.751,6.2971,15.3749,127.5539
2010/08/27,18.08,-1.9523,2.7272,7.8761,12.3679,88.5294,2.7272,2.7858,19.0258,-1.8994,-2.225,3.9692,6.4146,14.3125,112.7674,-2.2429,4.1563,5.5045,12.4237,108.1673
2010/08/30,18.36,1.5487,3.204,4.3777,14.1081,101.758,1.5487,4.3777,20.8692,-0.3801,-0.0562,2.6866,3.7813,14.2418,117.5795,-0.4177,2.5377,2.7247,11.5752,110.8798
2010/08/31,19.23,4.7386,8.0945,9.3237,28.9738,126.2351,6.3607,9.3237,26.5967,4.3405,5.2889,8.5659,9.2702,26.6939,128.7164,5.1651,8.4161,8.0305,23.2021,120.5545
2010/09/01,18.5,-3.7962,2.8349,5.1736,26.6256,116.6273,2.323,-3.7962,21.7908,0.3795,-3.2124,1.8036,5.76,23.9899,121.6519,-3.1575,1.3723,4.6194,20.4843,113.5989
2010/09/02,18.57,0.3784,0.705,5.0341,21.1351,117.4471,2.7102,-3.4322,22.2517,0.7593,-0.8649,-1.278,5.6963,17.2879,122.2938,-0.905,-1.7528,4.886,14.3406,115.181
2010/09/03,18.7,0.7001,3.4293,9.4209,26.5224,110.8228,3.4293,-2.7561,23.1076,1.4648,0.7146,1.6901,8.2511,21.6276,125.878,0.7411,1.2462,7.3888,18.5449,120.3369
2010/09/06,18.84,0.7487,2.6145,8.965,24.4387,108.6378,0.7487,-2.028,24.0293,2.2244,-0.7779,0.9558,7.4351,17.8551,121.4331,-1.1099,0.5423,6.129,14.7895,115.7964
2010/09/07,19.03,1.0085,-1.04,10.0639,22.6951,110.7419,1.7648,-1.04,25.2801,3.2554,0.9294,-3.2244,8.4336,14.2091,125.0146,0.737,-3.6912,6.9112,10.8747,119.2989
2010/09/08,19.22,0.9984,3.892,11.1627,21.0327,111.6739,2.7808,-0.052,26.5309,4.2863,1.1135,1.1009,9.6409,12.8897,130.1436,1.071,0.514,8.0562,9.5981,125.1675
2010/09/09,18.59,-3.2778,0.1078,6.4112,15.1083,106.7853,-0.5882,-3.3281,22.3835,0.868,-1.86,0.086,7.0594,11.9677,129.3527,-1.4763,-0.0655,6.1124,9.4315,125.756
2010/09/10,18.11,-2.582,-3.155,2.3745,3.961,97.2767,-3.155,-5.8241,19.2235,-1.7364,-2.8328,-3.4393,-0.237,0.0331,116.6597,-2.7844,-3.5627,-1.1134,-2.5097,112.7752
2010/09/13,18.3,1.0491,-2.8662,-1.6128,-1.824,96.3518,1.0491,-4.8361,20.4743,-0.7056,0.1052,-2.5798,-4.6,-6.1469,118.3705,0.0338,-2.4474,-5.1589,-8.5667,114.6358
2010/09/14,18.21,-0.4918,-4.309,-2.0966,-2.3069,91.4825,0.5521,-5.3041,19.8818,-1.1939,-0.4993,-3.9587,-5.0762,-6.6155,115.5708,-0.5821,-3.7248,-5.7109,-9.0989,112.6919
2010/09/15,17.54,-3.6793,-8.7409,-5.6988,-5.9013,67.6863,-3.1475,-8.7883,15.471,-4.8293,-2.3714,-7.2688,-7.3272,-8.83,91.7861,-1.9662,-6.6179,-7.5648,-10.8862,90.105
2010/09/16,16.99,-3.1357,-8.6068,-8.6558,-8.852,47.6107,-6.1845,-11.6484,11.8502,-7.8135,-1.2733,-6.7144,-6.5765,-9.9909,70.1417,-1.2577,-6.4106,-6.6006,-12.007,68.2961
2010/09/17,17,0.0589,-6.1292,-7.3063,-6.542,34.2812,-6.1292,-11.5964,11.916,-7.7592,0.2043,-3.7986,-4.6952,-7.9244,58.1314,-0.0663,-3.7939,-4.6847,-10.4168,55.8103
2010/09/20,17,0,-7.1038,-3.409,-5.3978,39.9177,0,-11.5964,11.916,-7.7592,0.3854,-3.5295,-1.4094,-8.1564,60.1292,0.4049,-3.437,-1.7649,-10.4987,57.0962
2010/09/21,16.7,-1.7647,-8.2921,-5.1136,-10.9807,34.895,-1.7647,-13.1564,9.9411,-9.387,-1.8722,-4.8606,-3.2553,-11.164,54.4381,-2.0277,-4.8411,-3.7569,-13.3736,51.4723
2010/09/27,17.14,2.6347,0.8235,-5.199,-4.2456,53.5843,2.6347,-10.8684,12.8377,-6.9996,1.2125,-0.6825,-5.8205,-6.9835,65.9078,0.9546,-1.0924,-6.7153,-9.8076,61.7009
2010/09/28,17.7,3.2672,5.988,-2.1016,6.3704,61.9396,5.988,-7.9563,16.5243,-3.9611,3.9242,5.1843,-2.1246,3.2719,71.3757,4.1319,5.126,-2.8607,0.3104,67.0976
2010/09/29,17.33,-2.0904,3.7724,-4.1481,14.7685,66.7949,3.7724,-9.8803,14.0885,-5.9687,-2.065,3.0122,-4.1458,6.6965,75.9858,-1.8828,3.1467,-4.6897,3.4789,72.4517
2010/09/30,17.62,1.6734,5.5089,-4.0304,15.9976,72.7451,5.5089,-8.3723,15.9976,-4.3952,-0.0487,2.962,-4.1385,4.7598,80.7956,-0.4311,2.702,-4.7026,1.2784,76.8205
2010/10/08,17.94,1.8161,1.8161,-6.6597,17.5624,75.8823,1.8161,1.8161,1.8161,-2.6589,-1.2727,-1.2727,-8.1406,3.6723,78.4946,-1.8181,-1.8181,-8.5996,-0.5229,73.6058
2010/10/11,18.2,1.4493,3.2917,0.4969,15.7027,66.362,1.4493,3.2917,3.2917,-1.2482,-1.0155,-2.2753,-4.6491,1.8523,72.5715,-1.4218,-3.2141,-5.9298,-2.2384,67.9995
2010/10/12,18.24,0.2198,3.5188,0.7178,11.4235,63.5874,1.6723,3.5188,3.5188,-1.0311,-0.9958,-3.2483,-5.5986,-2.3281,66.643,-1.0384,-4.2191,-6.9066,-6.0136,62.5011
2010/10/13,18.69,2.4671,6.0727,2.1312,9.0434,70.2186,4.1806,6.0727,6.0727,1.4106,1.7525,-1.5528,-4.0451,-6.6219,74.6699,1.0388,-3.2241,-5.9713,-10.714,69.2116
2010/10/14,17.89,-4.2804,1.5323,-1.7573,5.0501,63.678,-0.2787,1.5323,1.5323,-2.9302,-4.8879,-6.3648,-8.2773,-9.8772,68.8443,-4.4753,-7.5551,-9.6534,-13.5393,63.8446
2010/10/15,18.01,0.6708,0.3902,2.6796,8.4289,64.7759,0.3902,2.2134,2.2134,-2.2791,-2.4303,-7.4627,-8.3327,-11.5276,65.2541,-2.4616,-8.161,-10.11,-15.0044,60.4177
2010/10/18,18.8,4.3865,3.2968,10.5883,13.9397,65.4931,4.3865,6.697,6.697,2.0075,4.9493,-1.8863,-2.7536,-6.5311,66.6916,5.0661,-2.1166,-4.2897,-9.8409,62.2682
2010/10/19,19.79,5.266,8.4979,16.4118,17.9384,69.8715,9.8835,12.3157,12.3157,7.3792,3.631,2.6988,0.7774,-2.744,71.9325,3.0983,1.9749,-1.3244,-6.2806,67.5319
2010/10/20,19.42,-1.8696,3.906,14.2354,12.973,65.9832,7.8291,10.2158,10.2158,5.3716,-1.9381,-1.0261,-1.5552,-4.8988,70.4313,-2.4822,-1.5787,-4.1618,-8.8236,65.0411
2010/10/21,19.7,1.4418,10.1175,17.9642,15.6107,74.0286,9.3838,11.8049,11.8049,6.8909,2.136,6.2829,2.466,-1.7542,79.1064,2.109,5.2052,-0.1152,-5.8814,73.7515
2010/10/22,19.55,-0.7614,8.5509,17.066,13.5312,72.8562,8.5509,10.9536,10.9536,6.077,-0.4782,8.4093,1.9761,-2.2152,77.2935,-0.878,6.9133,-0.9922,-6.542,71.2545
2010/10/25,19.98,2.1995,6.2767,19.6409,18.5762,75.5716,2.1995,13.394,13.394,8.4102,-0.3585,2.9265,1.6105,-0.0523,78.8186,-0.8076,0.9364,-1.7918,-4.8596,72.152
2010/10/26,20.87,4.4545,5.4574,24.9703,21.976,77.6175,6.752,18.4452,18.4452,13.2393,4.7937,4.0813,6.4814,3.8152,81.5901,4.9064,2.7066,3.0267,-1.0755,74.9621
2010/10/27,20.11,-3.6416,3.5531,17.3281,19.9887,74.7182,2.8645,14.1319,14.1319,9.1156,-2.211,3.7917,2.8797,3.1068,76.1416,-1.8805,3.3404,0.1335,-1.4491,70.1434
2010/10/28,19.57,-2.6852,-0.6598,10.5652,15.3217,63.2199,0.1024,11.0672,11.0672,6.1856,-2.5399,-0.96,-3.5194,1.4909,65.3337,-2.5082,-1.3324,-6.2517,-2.8019,59.937
2010/10/29,19.81,1.2264,1.33,14.3107,9.5691,70.336,1.33,12.4293,12.4293,7.4879,1.6935,1.2011,0.1833,-2.5952,69.2859,1.7568,1.2902,-2.7742,-6.7046,63.638
2010/11/01,20.95,5.7547,4.855,18.8993,19.1024,83.934,5.7547,5.7547,18.8993,13.6735,3.1512,4.7657,3.3905,2.8592,80.4308,2.9225,5.0993,0.5005,-1.6162,73.7337
2010/11/02,20.91,-0.1909,0.1918,18.6723,18.2699,84.0677,5.5528,5.5528,18.6723,13.4565,0.0906,0.0638,3.484,3.788,85.9548,0.0934,0.2773,0.5943,-0.3717,80.3311
2010/11/03,23,9.9952,14.3711,30.5339,34.5823,97.9354,16.103,16.103,30.5339,24.7967,10.5194,13.0905,14.3701,16.645,103.3715,11.3713,13.8204,12.0332,12.7691,98.8098
2010/11/04,23.78,3.3913,21.5126,34.9607,37.9357,89.4829,20.0404,20.0404,34.9607,29.0289,1.5173,17.7983,16.1054,17.8992,92.0364,1.6041,18.6214,13.8304,13.9958,88.0352
2010/11/05,23.46,-1.3457,18.425,33.1445,38.8995,91.9812,18.425,18.425,33.1445,27.2925,-2.6873,12.7238,12.9853,16.32,93.5493,-2.4747,13.6886,11.0133,12.4684,88.9028
2010/11/08,24.91,6.1807,18.9021,38.8521,44.0724,105.5288,6.1807,25.7445,41.3738,35.1601,5.172,14.9321,20.3607,21.2219,105.8235,5.3498,16.3699,19.1179,17.6454,101.734
2010/11/09,24.82,-0.3613,18.6991,38.3504,42.0727,101.7895,5.7971,25.2902,40.863,34.6718,0.4177,15.3079,20.8635,21.1149,104.4022,0.3346,16.6504,19.5166,17.6526,100.1781
2010/11/10,23.77,-4.2305,3.3477,32.4975,34.3702,96.9353,1.3213,19.9898,34.9038,28.9745,-3.6266,0.5489,16.4803,11.9385,100.9343,-3.5505,1.0212,15.2731,8.7768,97.1993
2010/11/11,23.02,-3.1552,-3.196,26.4838,25.5185,89.6218,-1.8756,16.2039,30.6473,24.9051,-4.1516,-5.0659,12.7898,3.9761,91.2758,-3.455,-4.0088,12.8956,1.925,88.8505
2010/11/12,21.93,-4.735,-6.5218,20.2305,19.4449,84.1317,-6.5218,10.7017,24.4611,18.9908,0.4443,-2.011,14.4304,3.043,95.6972,1.578,-0.0199,15.8804,2.1932,95.7767
2010/11/15,22.74,3.6936,-8.7113,26.2635,22.2585,90.2936,3.6936,14.7905,29.0582,23.3859,2.6968,-4.3171,24.4521,5.7229,101.2303,2.9723,-2.2762,26.7507,5.3171,101.9958
2010/11/16,22.83,0.3958,-8.0177,26.7633,22.7424,87.1318,4.104,15.2449,29.5691,23.8742,4.5536,-0.3763,30.1192,12.8697,111.7326,4.9999,2.2677,33.0883,13.1596,114.0712
2010/11/17,20.85,-8.6728,-12.2843,15.7693,13.6863,68.8265,-4.9247,5.2499,18.3318,13.1309,-6.8815,-3.7408,21.165,7.0004,95.2338,-6.7417,-1.1159,24.1158,7.7669,97.3533
2010/11/18,21.04,0.9113,-8.6011,11.9152,13.9766,71.8961,-4.0583,6.2091,19.4101,14.1618,-0.0253,0.4033,15.4218,6.0555,98.1591,-0.501,1.9097,17.5395,6.3515,98.2318
2010/11/19,22.82,8.4601,4.0585,15.311,23.8204,80.5387,4.0585,15.1944,29.5124,23.82,7.5923,7.5482,19.8338,15.2226,107.5429,7.4063,7.757,22.4509,15.1167,106.869
